what,kind,bundleId,bundleVersion,description,time
test:default-test:test,m2e.plugins,org.eclipse.m2e.core,1.0.200,"org.apache.maven.plugins:maven-surefire-plugin:2.12",1445874589705
bundle:default-bundle:package,m2e.plugins,org.eclipse.m2e.core,1.0.200,"org.apache.felix:maven-bundle-plugin:2.1.0",1445874589705
install:default-install:install,m2e.plugins,org.eclipse.m2e.core,1.0.200,"org.apache.maven.plugins:maven-install-plugin:2.3",1445874589705
install:default-install:install,m2e.plugins,org.eclipse.m2e.core,1.0.200,"org.apache.felix:maven-bundle-plugin:2.1.0",1445874589705
deploy:default-deploy:deploy,m2e.plugins,org.eclipse.m2e.core,1.0.200,"org.apache.maven.plugins:maven-deploy-plugin:2.5",1445874589705
deploy:default-deploy:deploy,m2e.plugins,org.eclipse.m2e.core,1.0.200,"org.apache.felix:maven-bundle-plugin:2.1.0",1445874589705
site:default-site:site,m2e.plugins,org.eclipse.m2e.core,1.0.200,"org.apache.maven.plugins:maven-site-plugin:3.1",1445874589705
war,m2e.packaging,org.eclipse.m2e.core,1.0.200,"war",1445874589705
clean:default-clean:clean,m2e.plugins,org.eclipse.m2e.core,1.0.200,"org.apache.maven.plugins:maven-clean-plugin:2.3",1445874589705
create:default:validate,m2e.plugins,org.eclipse.m2e.core,1.0.200,"org.codehaus.mojo:buildnumber-maven-plugin:1.0-beta-4",1445874589705
process:default:generate-resources,m2e.plugins,org.eclipse.m2e.core,1.0.200,"org.apache.maven.plugins:maven-remote-resources-plugin:1.1",1445874589705
resources:default-resources:process-resources,m2e.plugins,org.eclipse.m2e.core,1.0.200,"org.apache.maven.plugins:maven-resources-plugin:2.4",1445874589705
compile:default-compile:compile,m2e.plugins,org.eclipse.m2e.core,1.0.200,"org.apache.maven.plugins:maven-compiler-plugin:2.0.2",1445874589705
compile:default:compile,m2e.plugins,org.eclipse.m2e.core,1.0.200,"org.codehaus.gmaven:gmaven-plugin:1.3",1445874589705
testResources:default-testResources:process-test-resources,m2e.plugins,org.eclipse.m2e.core,1.0.200,"org.apache.maven.plugins:maven-resources-plugin:2.4",1445874589705
testCompile:default-testCompile:test-compile,m2e.plugins,org.eclipse.m2e.core,1.0.200,"org.apache.maven.plugins:maven-compiler-plugin:2.0.2",1445874589705
testCompile:default:test-compile,m2e.plugins,org.eclipse.m2e.core,1.0.200,"org.codehaus.gmaven:gmaven-plugin:1.3",1445874589705
test:default-test:test,m2e.plugins,org.eclipse.m2e.core,1.0.200,"org.apache.maven.plugins:maven-surefire-plugin:2.12",1445874589705
war:default-war:package,m2e.plugins,org.eclipse.m2e.core,1.0.200,"org.apache.maven.plugins:maven-war-plugin:2.1.1",1445874589705
install:default-install:install,m2e.plugins,org.eclipse.m2e.core,1.0.200,"org.apache.maven.plugins:maven-install-plugin:2.3",1445874589705
deploy:default-deploy:deploy,m2e.plugins,org.eclipse.m2e.core,1.0.200,"org.apache.maven.plugins:maven-deploy-plugin:2.5",1445874589705
site:default-site:site,m2e.plugins,org.eclipse.m2e.core,1.0.200,"org.apache.maven.plugins:maven-site-plugin:3.1",1445874589705
pom,m2e.packaging,org.eclipse.m2e.core,1.0.200,"pom",1445874589705
war,m2e.packaging,org.eclipse.m2e.core,1.0.200,"war",1445874589705
clean:default-clean:clean,m2e.plugins,org.eclipse.m2e.core,1.0.200,"org.apache.maven.plugins:maven-clean-plugin:2.3",1445874589705
create:default:validate,m2e.plugins,org.eclipse.m2e.core,1.0.200,"org.codehaus.mojo:buildnumber-maven-plugin:1.0-beta-4",1445874589705
process:default:generate-resources,m2e.plugins,org.eclipse.m2e.core,1.0.200,"org.apache.maven.plugins:maven-remote-resources-plugin:1.1",1445874589705
unpack:default:generate-resources,m2e.plugins,org.eclipse.m2e.core,1.0.200,"org.codehaus.mojo:dependency-maven-plugin:1.0",1445874589705
resources:default-resources:process-resources,m2e.plugins,org.eclipse.m2e.core,1.0.200,"org.apache.maven.plugins:maven-resources-plugin:2.4",1445874589705
run:replace-jnlp-file:process-resources,m2e.plugins,org.eclipse.m2e.core,1.0.200,"org.apache.maven.plugins:maven-antrun-plugin:1.3",1445874589705
compile:default-compile:compile,m2e.plugins,org.eclipse.m2e.core,1.0.200,"org.apache.maven.plugins:maven-compiler-plugin:2.0.2",1445874589705
compile:default:compile,m2e.plugins,org.eclipse.m2e.core,1.0.200,"org.codehaus.gmaven:gmaven-plugin:1.3",1445874589705
testResources:default-testResources:process-test-resources,m2e.plugins,org.eclipse.m2e.core,1.0.200,"org.apache.maven.plugins:maven-resources-plugin:2.4",1445874589705
testCompile:default-testCompile:test-compile,m2e.plugins,org.eclipse.m2e.core,1.0.200,"org.apache.maven.plugins:maven-compiler-plugin:2.0.2",1445874589705
testCompile:default:test-compile,m2e.plugins,org.eclipse.m2e.core,1.0.200,"org.codehaus.gmaven:gmaven-plugin:1.3",1445874589705
test:default-test:test,m2e.plugins,org.eclipse.m2e.core,1.0.200,"org.apache.maven.plugins:maven-surefire-plugin:2.12",1445874589705
war:default-war:package,m2e.plugins,org.eclipse.m2e.core,1.0.200,"org.apache.maven.plugins:maven-war-plugin:2.1.1",1445874589705
install:default-install:install,m2e.plugins,org.eclipse.m2e.core,1.0.200,"org.apache.maven.plugins:maven-install-plugin:2.3",1445874589705
deploy:default-deploy:deploy,m2e.plugins,org.eclipse.m2e.core,1.0.200,"org.apache.maven.plugins:maven-deploy-plugin:2.5",1445874589705
site:default-site:site,m2e.plugins,org.eclipse.m2e.core,1.0.200,"org.apache.maven.plugins:maven-site-plugin:3.1",1445874589705
pom,m2e.packaging,org.eclipse.m2e.core,1.0.200,"pom",1445874589705
started,bundle,org.eclipse.equinox.p2.garbagecollector,1.0.200.v20110815-1419,"org.eclipse.equinox.p2.garbagecollector",1445874603760
started,bundle,org.eclipse.jdt.apt.core,3.3.500.v20110420-1015,"org.eclipse.jdt.apt.core",1445874604634
started,bundle,org.eclipse.wst.common.core,1.2.0.v200908252030,"org.eclipse.wst.common.core",1445874614119
started,bundle,org.eclipse.wst.common.modulecore,1.2.103.v201201190400,"org.eclipse.wst.common.modulecore",1445874614134
started,bundle,org.eclipse.jst.jsp.core,1.2.402.v201112071853,"org.eclipse.jst.jsp.core",1445874614431
started,bundle,org.eclipse.wst.css.core,1.1.501.v201111292150,"org.eclipse.wst.css.core",1445874614478
started,bundle,org.eclipse.wst.html.core,1.1.502.v201202091936,"org.eclipse.wst.html.core",1445874622278
started,bundle,org.eclipse.jst.j2ee.core,1.2.102.v201202090300,"org.eclipse.jst.j2ee.core",1445874622480
started,bundle,org.eclipse.jem,2.0.501.v201111030500,"org.eclipse.jem",1445874622527
started,bundle,org.eclipse.wst.common.frameworks.ui,1.2.100.v201105122000,"org.eclipse.wst.common.frameworks.ui",1445874622590
started,bundle,org.eclipse.wst.validation,1.2.303.v201202090300,"org.eclipse.wst.validation",1445874622652
started,bundle,org.eclipse.jst.j2ee,1.1.503.v201202090300,"org.eclipse.jst.j2ee",1445874622746
started,bundle,org.eclipse.jst.jee,1.0.402.v201202021530,"org.eclipse.jst.jee",1445874622792
started,bundle,org.eclipse.wst.xsl.core,1.1.100.v201102270516,"org.eclipse.wst.xsl.core",1445874625476
started,bundle,org.eclipse.wst.xsl.exslt.core,1.0.0.v201005240426,"org.eclipse.wst.xsl.exslt.core",1445874625491
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445874639562
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1445874642199
started,bundle,org.eclipse.wst.ws.service.policy.ui,1.0.300.v201108240515,"org.eclipse.wst.ws.service.policy.ui",1445874650015
started,bundle,org.eclipse.wst.ws.service.policy,1.0.303.v201009221810,"org.eclipse.wst.ws.service.policy",1445874650015
started,bundle,org.eclipse.wst.command.env,1.0.409.v201004211805,"org.eclipse.wst.command.env",1445874650046
started,bundle,org.eclipse.wst.ws,1.1.203.v201004211805,"org.eclipse.wst.ws",1445874650046
started,bundle,org.eclipse.ltk.core.refactoring,3.5.201.r372_v20111101-0700,"org.eclipse.ltk.core.refactoring",1445874650171
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring",1445874650186
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1445874650327
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1445874650327
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445874652916
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445874658439
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445874668516
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445874669811
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445874675583
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445874688640
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445874702852
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445874703367
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445874705629
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445874721400
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445874741555
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445874742070
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445874747296
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445874760041
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1445874761648
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445874764378
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445874764846
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445874772272
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445874786421
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.400.v20110305-1450,"org.eclipse.jdt.apt.pluggable.core",1445874786827
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445874814220
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445874817574
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445874820757
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445874821474
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445874823612
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445874824236
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445874827699
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445874833081
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445874888733
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445874891245
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1445874891837
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445874907434
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1445874909462
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1445874909961
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.navigate.openResource",1445874910086
started,bundle,org.eclipse.core.variables,3.2.500.v20110928-1503,"org.eclipse.core.variables",1445874911241
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1445874911319
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.navigate.linkWithEditor",1445874911677
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1445874921303
started,bundle,org.eclipse.jdt.junit,3.7.0.v20110928-1453,"org.eclipse.jdt.junit",1445874923752
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.ContentOutline",1445874926872
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1445874926934
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1445874930148
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1445874930897
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445874932051
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445874933159
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1445874934672
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1445874935842
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1445874937527
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445874945514
